"Figure 3. Change in Length of Growing Season by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1935,3.800909091,-1.773636364,-10.98,-5.927272727,5.008181818,-6.818181818,-12.54545455,-4.269090909,6.181818182,3.340909091,9.609090909,1.038181818,0.747272727,2.139090909,-0.329090909,0.301818182,-4.833636364,-6.227272727,-0.217272727,-0.172727273,-0.742727273,1.608181818,0.918181818,8.985454545,2.003636364,-3.726363636,5.166363636,-9.923636364,-7.424545455,2.643636364,4.787272727,-3.87,-0.666363636,-0.634545455,7.143636364,-3.136363636,-7.409090909,0.949090909,4.669090909,1.919090909,-0.054545455,3.913636364,1.674545455,-3.022727273,0.201818182,3.719090909,3.515454545,-4.863636364
1936,4.529090909,-0.773636364,-9.812727273,-4.875454545,5.504545455,-9.636363636,-9.454545455,-1.040909091,6.645454545,5.110909091,10.68545455,3.405454545,2.500909091,2.822727273,1.353636364,1.915454545,-4.575454545,-3.886363636,-0.274545455,0.364545455,0.974545455,3.249090909,2.03,10.76636364,3.759090909,-2.829090909,6.036363636,-9.301818182,-6.974545455,3.703636364,3.241818182,-3.614545455,0.46,-0.729090909,11.40272727,-2.076363636,-6.590909091,1.997272727,5.49,4.401818182,-0.637272727,2.600909091,2.720909091,-2.840909091,2.480909091,5.713636364,3.955454545,-3.636363636
1937,3.256363636,-1.19,-9.880909091,-6.025454545,5.453636364,-8.909090909,-7.545454545,-7.096363636,3.612727273,3.493636364,10.80727273,1.539090909,0.481818182,2.197272727,-0.276363636,-3.652727273,-4.53,-3.477272727,-0.126363636,-0.312727273,0.486363636,1.136363636,-1.607272727,9.720909091,3.089090909,-2.829090909,4.869090909,-9.210909091,-6.156363636,2.47,1.818181818,-3.83,-0.013636364,0.206363636,12.64727273,-2.417272727,-7.772727273,1.54,4.547272727,3.605454545,-2.160909091,1.945454545,0.748181818,-2.916363636,3.249090909,4.802727273,2.91,-5.090909091
1938,1.068181818,-2.511818182,-6.403636364,-4.313636364,4.315454545,-8.363636364,-8.1,-5.115454545,1.175454545,3.645454545,10.56454545,1.857272727,0.401818182,1.833636364,-1.085454545,-2.760909091,-3.833636364,-3.318181818,-0.330909091,-1.344545455,-0.275454545,1.409090909,-4.816363636,8.980909091,1.519090909,-3.566363636,3.629090909,-7.756363636,-6.630909091,3.749090909,3.697272727,-3.916363636,-0.28,1.088181818,12.17272727,-2.826363636,-8.227272727,-1.934545455,2.909090909,2.372727273,-1.187272727,3.541818182,-1.345454545,-1.098181818,3.559090909,5.091818182,0.97,-5.909090909
1939,-0.619090909,-2.779090909,-5.524545455,-2.437272727,4.223636364,-11.09090909,-7.8,-7.063636364,0.377272727,2.927272727,10.33727273,0.289090909,-0.475454545,0.591818182,-1.374545455,-2.737272727,-4.546363636,-3.454545455,-0.432727273,-2.659090909,-0.372727273,0.147272727,-5.923636364,8.724545455,0.549090909,-3.379090909,2.569090909,-6.453636364,-7.231818182,4.813636364,3.94,-3.904545455,-0.739090909,2.290909091,12.96272727,-3.591818182,-11.13636364,-4.174545455,2.113636364,1.097272727,-3.230909091,4.019090909,-1.120909091,0.144545455,6.661818182,5.195454545,0.894545455,-7.636363636
1940,0.893636364,-1.539090909,-6.515454545,-7.018181818,1.991818182,-11.72727273,-5.2,-5.208181818,2.38,1.526363636,7.782727273,-1.040909091,-1.551818182,-0.573636364,-1.835454545,0.372727273,-4.304545455,-3.522727273,-1.432727273,-3.661818182,-0.484545455,-0.056363636,-3.93,7.128181818,2.03,-2.560909091,0.972727273,-4.56,-6.645454545,1.033636364,2.909090909,-3.890909091,-0.985454545,2.168181818,11.80363636,-3.970909091,-11.54545455,-1.97,1.721818182,2.277272727,-2.762727273,1.683636364,-1.267272727,0.560909091,5.927272727,3.302727273,-0.620909091,-7.954545455
1941,1.571818182,-1.566363636,-4.87,-5.535454545,0.46,-10.18181818,-1.2,2.183636364,4.292727273,1.714545455,8.278181818,0.23,-0.260909091,-1.378181818,-0.374545455,4.266363636,-3.335454545,-2.931818182,-1.341818182,-3.430909091,-6.37E-01,1.012727273,-2.747272727,7.037272727,2.955454545,-2.414545455,0.702727273,-3.741818182,-3.736363636,1.090909091,1.423636364,-2.886363636,-0.338181818,2.504545455,11.99636364,-2.455454545,-10.90909091,0.049090909,0.972727273,4.517272727,-1.522727273,0.966363636,-0.106363636,0.197272727,5.873636364,3.669090909,-1.075454545,-8.5
1942,2.39,-0.251818182,-3.653636364,-2.986363636,-2.373636364,-12.36363636,-6,3.661818182,4.156363636,-0.574545455,5.558181818,0.287272727,-0.519090909,-0.971818182,-0.795454545,5.954545455,-2.986363636,-4.25,-0.784545455,-5.000909091,-3.226363636,2.175454545,-1.310909091,5.219090909,3.228181818,-3.766363636,-2.143636364,-3.954545455,-3.807272727,0.892727273,0.969090909,-2.374545455,-3.289090909,3.709090909,14.02272727,-4.061818182,-11.31818182,1.481818182,-2.422727273,5.505454545,-0.714545455,2.005454545,-2.734545455,1.515454545,7.080909091,1.511818182,-4.53,-10.22727273
1943,3.748181818,1.415454545,-3.958181818,-6.985454545,-1.942727273,-12.18181818,-7.2,8.631818182,8.083636364,1.826363636,6.671818182,1.105454545,-0.081818182,-1.128181818,0.146363636,7.732727273,-2.970909091,-3.5,-1.416363636,-4.076363636,-1.242727273,2.837272727,-0.517272727,6.459090909,4.564545455,-2.181818182,-1.449090909,-4.197272727,-3.302727273,0.580909091,0.665454545,-2.519090909,-2.977272727,3.613636364,10.38090909,-4.796363636,-11.77272727,6.084545455,-1.01,6.703636364,-0.848181818,0.760909091,-1.87,0.136363636,4.882727273,2.050909091,-4.075454545,-11.18181818
1944,2.707272727,1.926363636,-1.460909091,-5.856363636,-0.942727273,-11,-7,14.32454545,6.094545455,0.529090909,2.867272727,-0.264545455,0.066363636,0.243636364,-1.149090909,8.333636364,-2.228181818,-3.75,-2.768181818,-4.921818182,-2.16,2.14,0.246363636,2.012727273,3.594545455,-3.254545455,-1.430909091,-4.273636364,-2.191818182,1.080909091,0.544545455,-2.058181818,-1.967272727,4.870909091,8.730909091,-3.992727273,-9.909090909,3.963636364,-2.446363636,6.53,2.592727273,1.255454545,-1.062727273,-0.879090909,3.347272727,-0.618181818,-2.378181818,-8.454545455
1945,1.838181818,2.047272727,-1.001818182,-6.75,-2.710909091,-11.90909091,-6.2,12.35909091,4.634545455,-0.221818182,2.079090909,0.432727273,0.958181818,0.875454545,0.191818182,7.333636364,-3.334545455,-3,-2.813636364,-4.867272727,-1.788181818,2.390909091,-1.253636364,0.083636364,4.093636364,-3.143636364,-2.222727273,-4.289090909,-1.545454545,0.414545455,-0.394545455,-2.258181818,-2.115454545,5.532727273,6.749090909,-3.257272727,-10.40909091,2.338181818,-3.661818182,7.481818182,0.807272727,0.141818182,-0.202727273,-0.651818182,1.647272727,-1.542727273,-1.264545455,-7.545454545
1946,2.812727273,1.908181818,-3.088181818,-8.127272727,-5.597272727,-12.90909091,-5.1,13.15636364,5.923636364,-0.614545455,-2.68,0.733636364,0.204545455,0.118181818,0.470909091,7.078181818,-1.970909091,-0.954545455,-2.927272727,-5.236363636,-1.328181818,1.763636364,-0.87,-3.296363636,5.331818182,-1.527272727,-3.186363636,-1.970909091,0.606363636,-0.319090909,-2.651818182,-0.687272727,-2.17,4.518181818,3.606363636,-2.575454545,-8.681818182,3.938181818,-3.193636364,7.243636364,0.95,-2.807272727,1.587272727,-0.803636364,-1.135454545,-2.085454545,-0.900909091,-9.090909091
1947,1.712727273,-0.526363636,-1.001818182,-9.898181818,-4.883636364,-11.45454545,-6.7,12.97727273,5.628181818,-2.213636364,-3.710909091,-1.787272727,-1.253636364,-2.443636364,-1.271818182,5.792727273,-1.334545455,0.431818182,-2.472727273,-4.955454545,-0.813636364,-1.61,-2.286363636,-4.151818182,4.276363636,-1.285454545,-4.91,-0.759090909,1.050909091,-0.855454545,-2.258181818,-0.728181818,-3.273636364,1.893636364,0.052727273,-1.900909091,-7.727272727,3.032727273,-3.780909091,4.276363636,-1.512727273,0.105454545,2.179090909,-0.560909091,-3.52,-3.071818182,-0.522727273,-11.63636364
1948,1.387272727,-0.635454545,-0.577272727,-10.38818182,-5.133636364,-12.54545455,-5,16.57181818,5.880909091,-1.785454545,-4.597272727,-0.400909091,0.180909091,-2.4,-0.418181818,7.911818182,-2.046363636,0.818181818,-1.995454545,-3.546363636,-0.507272727,-0.2,-1.04,-3.9,4.152727273,-0.767272727,-4.555454545,-0.789090909,1.161818182,-1.998181818,-2.803636364,-1.356363636,-2.361818182,1.749090909,-0.863636364,-0.787272727,-8.545454545,2.479090909,-3.708181818,4.040909091,-1.43,-0.099090909,2.290909091,-1.258181818,-3.976363636,-3.499090909,-0.211818182,-12.22727273
1949,2.597272727,-0.184545455,0.233636364,-12.00909091,-4.254545455,-13.81818182,-4.363636364,14.47363636,7.515454545,-2.374545455,-4.809090909,-0.358181818,-0.491818182,-1.962727273,-0.609090909,7.803636364,-0.576363636,1.909090909,-0.960909091,-3.045454545,-0.2,-0.228181818,0.641818182,-2.180909091,5.393636364,0.515454545,-3.404545455,-0.137272727,2.181818182,-2.335454545,-5.712727273,-0.977272727,-2.426363636,1.135454545,-2.917272727,0.841818182,-5.727272727,4.766363636,-2.856363636,4.730909091,-0.634545455,-1.174545455,2.682727273,-1.674545455,-6.257272727,-3.613636364,0.788181818,-12.40909091
1950,0.735454545,-1.141818182,-0.137272727,-14.5,-4.713636364,-9.545454545,-1.818181818,13.26272727,6.088181818,-1.025454545,-5.036363636,2.128181818,0.148181818,-0.030909091,-0.284545455,2.370909091,1.590909091,4.477272727,-0.347272727,-2.565454545,-1.019090909,1.341818182,-1.303636364,-3.312727273,6.158181818,-0.334545455,-1.93,0.438181818,4.363636364,-2.407272727,-6.349090909,0.030909091,-1.503636364,-0.123636364,-5.599090909,2.516363636,-2.090909091,4.160909091,-3.853636364,5.14,-2.376363636,-2.144545455,3.907272727,-2.326363636,-7.999090909,-3.352727273,2.590909091,-11.04545455
1951,-1.923636364,-2.931818182,0.660909091,-13.90090909,-1.927272727,-11,-2.454545455,12.52454545,3.377272727,-0.321818182,-5.339090909,3.460909091,1.53,1.400909091,1.410909091,-1.31,0.121818182,2.954545455,-1.87,-2.156363636,-0.738181818,1.42,-2.997272727,-1.651818182,4.763636364,0.416363636,-0.004545455,-1.546363636,1.838181818,-0.721818182,-7.515454545,-0.857272727,-2.197272727,-0.700909091,-5.882727273,1.206363636,-3.954545455,2.787272727,-3.662727273,3.682727273,-3.73,-0.235454545,2.157272727,-5.030909091,-7.031818182,-2.810909091,2.288181818,-12.09090909
1952,-5.821818182,-6.314545455,1.221818182,-11.17636364,0.204545455,-11.54545455,-4.181818182,5.722727273,-1.031818182,0.729090909,-5.198181818,3.386363636,0.728181818,3.438181818,-0.09,-5.385454545,1.107272727,2.068181818,-0.939090909,-1.492727273,0.941818182,0.843636364,-7.101818182,-1.130909091,3.110909091,1.874545455,2.53,-1.819090909,-1.070909091,-0.429090909,-7.848181818,-1.702727273,-2.635454545,-2.070909091,-5.337272727,-0.65,-2.363636364,-0.384545455,-1.698181818,0.890909091,-7.978181818,-0.076363636,1.696363636,-5.182727273,-5.287272727,-2.432727273,2.333636364,-13.31818182
1953,-6.520909091,-6.16,1.550909091,-11.66363636,2.3,-7.727272727,1.909090909,4.106363636,-1.303636364,1.17,-3.289090909,2.438181818,0.597272727,2.326363636,1.070909091,-5.943636364,1.925454545,4.340909091,-0.881818182,-0.864545455,2.745454545,-0.398181818,-6.945454545,1.199090909,3.842727273,3.186363636,4.332727273,-1.591818182,-0.01,1.021818182,-7.514545455,-1.254545455,-0.959090909,-2.33,-7.588181818,1.145454545,-0.227272727,0.315454545,0.372727273,-0.062727273,-6.86,-0.275454545,4.246363636,-5.955454545,-6.787272727,-1.166363636,4.53,-10.5
1954,-6.556363636,-6.694545455,3.353636364,-7.892727273,2.606363636,-5.545454545,5.545454545,0.903636364,-3.47,-0.531818182,-4.569090909,1.625454545,-0.275454545,2.244545455,1.271818182,-6.528181818,1.940909091,4.181818182,-1.329090909,-1.130909091,1.525454545,-1.322727273,-6.820909091,-2.082727273,4.355454545,1.103636364,2.615454545,-2.137272727,0.262727273,1.534545455,-6.847272727,-2.553636364,-2.803636364,-3.248181818,-6.677272727,0.527272727,-0.863636364,-1.000909091,-2.655454545,-0.384545455,-6.129090909,0.457272727,4.404545455,-6.819090909,-5.829090909,-1.160909091,3.650909091,-12.36363636
1955,-7.209090909,-7.612727273,2.569090909,-5.643636364,1.738181818,-5.272727273,3.545454545,-6.529090909,-4.236363636,0.159090909,-4.832727273,2.341818182,-0.12,1.193636364,1.359090909,-8.982727273,1.85,5.431818182,-0.113636364,0.008181818,2.415454545,-2.09,-7.09,-0.727272727,2.729090909,2.953636364,2.376363636,-1.333636364,-0.434545455,0.898181818,-10.99909091,-2.400909091,-2.217272727,-4.320909091,-6.095454545,1.223636364,-2.363636364,-1.826363636,-1.974545455,-0.97,-8.283636364,-0.735454545,4.539090909,-6.879090909,-5.37,-0.043636364,4.09,-15.95454545
1956,-6.726363636,-7.003636364,2.420909091,-4.911818182,2.298181818,-5.545454545,5.636363636,-3.511818182,-3.532727273,-0.263636364,-3.378181818,1.838181818,-2.636363636,-0.009090909,-0.611818182,-5.742727273,2.622727273,5.159090909,0.601818182,-0.210909091,1.526363636,-2.929090909,-4.992727273,0.974545455,2.313636364,2.189090909,1.748181818,-2.772727273,0.252727273,0.960909091,-9.06,-2.634545455,-2.901818182,-5.370909091,-5.197272727,-0.193636364,-2.090909091,1.042727273,-2.414545455,-1.924545455,-5.861818182,0.530909091,2.721818182,-8.318181818,-3.056363636,-0.594545455,3.885454545,-10.09090909
1957,-8.026363636,-6.325454545,3.041818182,-3.357272727,2.943636364,-4.727272727,4.909090909,-4.578181818,-5.815454545,1.068181818,-4.658181818,2.188181818,-1.976363636,1.317272727,-0.120909091,-3.344545455,2.622727273,3.681818182,-0.023636364,1.308181818,2.361818182,-2.109090909,-5.543636364,1.463636364,0.564545455,1.894545455,3.661818182,-3.757272727,-0.272727273,1.486363636,-8.499090909,-2.422727273,-2.466363636,-4.098181818,-5.52,0.154545455,-2.772727273,-1.88,-1.095454545,-2.552727273,-4.146363636,0.195454545,2.560909091,-9.363636364,-1.23,-0.014545455,3.9,-9.772727273
1958,-7.708181818,-3.463636364,3.235454545,-2.680909091,4.581818182,-5.545454545,5.454545455,-5.882727273,-6.722727273,1.081818182,-1.726363636,2.578181818,-2.497272727,3.404545455,-0.303636364,-3.536363636,1.364545455,1.431818182,-1.535454545,0.348181818,1.53,-0.735454545,-4.875454545,3.802727273,-0.082727273,3.44,4.569090909,-6.196363636,-1.788181818,3.09,-8.195454545,-4.236363636,-3.524545455,-0.797272727,-4.312727273,-2.572727273,-4.636363636,-2.26,-0.134545455,-1.602727273,-1.477272727,0.390909091,0.007272727,-10.84909091,1.615454545,-0.860909091,1.036363636,-7.363636364
1959,-8.507272727,-3.563636364,3.765454545,-3.216363636,4.822727273,-5.272727273,1.545454545,-7.384545455,-8.047272727,3.136363636,-2.196363636,2.430909091,-2.609090909,4.01,-0.994545455,-5.752727273,0.652727273,-0.363636364,-3.819090909,-1.286363636,1.792727273,-1.007272727,-6.360909091,2.919090909,-0.823636364,1.005454545,5.6,-8.499090909,-1.879090909,3.47,-6.740909091,-6.219090909,-3.674545455,-1.665454545,-6.104545455,-3.959090909,-3.272727273,-3.097272727,-0.813636364,-1.954545455,-1.731818182,0.906363636,-0.046363636,-12.34909091,0.371818182,-1.089090909,0.422727273,-6.636363636
1960,-7.689090909,-3.022727273,0.32,-2.272727273,3.586363636,-4.545454545,-0.363636364,-3.108181818,-8.71,3.447272727,-2.355454545,4.225454545,-1.006363636,4.300909091,1.281818182,-5.036363636,-2.256363636,-0.840909091,-5.137272727,-1.414545455,1.401818182,-0.226363636,-6.278181818,0.919090909,-0.62,-1.142727273,4.736363636,-12.09,-2.329090909,3.489090909,-5.529090909,-7.754545455,-2.593636364,-0.397272727,-4.979090909,-4.345454545,-6.5,-3.333636364,-2.152727273,-0.816363636,-0.614545455,1.679090909,0.652727273,-14.69818182,2.420909091,-2.121818182,0.453636364,-5.636363636
1961,-7.31,-3.64,2.766363636,1.483636364,3.245454545,-5.818181818,-1.545454545,-1.871818182,-8.956363636,0.947272727,-2.355454545,0.994545455,-3.680909091,1.364545455,-0.805454545,-4.188181818,-5.301818182,-4.340909091,-5.182727273,-2.570909091,1.347272727,-3.237272727,-6.074545455,1.749090909,-2.59,-1.549090909,2.121818182,-12.80181818,-4.581818182,3.450909091,-4.044545455,-9.590909091,-4.867272727,-2.453636364,-3.368181818,-6.951818182,-10,-3.221818182,-2.55,-1.957272727,-0.680909091,2.330909091,-2.86,-14.68272727,3.339090909,-4.211818182,-3.758181818,-7.954545455
1962,-7.390909091,-3.353636364,4.463636364,3.596363636,1.704545455,-2.090909091,-1.818181818,-0.602727273,-9.450909091,0.279090909,0.053636364,0.326363636,-4.194545455,-0.103636364,-1.120909091,-3.113636364,-4.09,-2.613636364,-3.807272727,-1.972727273,1.679090909,-4.658181818,-6.215454545,3.112727273,-3.069090909,-1.683636364,0.895454545,-12.22636364,-2.097272727,2.827272727,-1.392727273,-9.063636364,-3.754545455,-1.017272727,-2.811818182,-4.921818182,-8.5,-3.632727273,-2.298181818,-2.659090909,0.092727273,2.706363636,-0.817272727,-12.60727273,3.607272727,-4.816363636,-2.955454545,-5.818181818
1963,-7.578181818,-2.092727273,3.993636364,2.769090909,0.496363636,1.363636364,-1,-3.299090909,-10.38363636,-0.733636364,0.833636364,-0.077272727,-4.235454545,-0.941818182,0.490909091,-4.744545455,-4.09,-1.022727273,-3.261818182,-0.38,1.106363636,-4.732727273,-6.231818182,1.121818182,-3.583636364,-2.414545455,-1.597272727,-11.74181818,-0.046363636,1.667272727,-0.953636364,-7.71,-3.119090909,-0.183636364,-3.506363636,-3.390909091,-8.954545455,-4.298181818,-3.701818182,-2.851818182,0.151818182,0.814545455,-1.583636364,-11.89454545,3.16,-4.480909091,-3.364545455,-4.045454545
1964,-8.777272727,-2.322727273,4.455454545,3.316363636,0.182727273,2,-1.636363636,-3.283636364,-12.24,0.015454545,-0.461818182,0.815454545,-3.723636364,0.012727273,-0.453636364,-5.818181818,-4.241818182,-1.159090909,-3.558181818,0.810909091,0.971818182,-4.607272727,-7.698181818,-1.857272727,-5.124545455,-4.329090909,-1.54,-11.80181818,0.327272727,0.716363636,-0.044545455,-8.17,-2.621818182,-1.383636364,-4.902727273,-3.345454545,-10.86363636,-7.2,-3.352727273,-3.399090909,-0.844545455,1.388181818,-2.103636364,-11.97,2.292727273,-4.976363636,-3.303636364,-5.909090909
1965,-7.883636364,-1.867272727,3.793636364,3.353636364,-0.600909091,0.636363636,-1.727272727,-5.766363636,-12.55272727,-0.010909091,-0.318181818,1.437272727,-3.261818182,-0.348181818,-0.992727273,-5.602727273,-3.711818182,-1.227272727,-3.035454545,0.926363636,0.770909091,-4.121818182,-6.816363636,-0.2,-6.794545455,-3.161818182,-1.425454545,-10.40818182,0.711818182,-2.552727273,-0.423636364,-6.780909091,-1.057272727,-0.174545455,-6.687272727,-2.401818182,-10.31818182,-8.217272727,-2.288181818,-3.297272727,-1.147272727,0.723636364,-2.061818182,-10.04545455,0.285454545,-5.022727273,-4.758181818,-4.5
1966,-7.98,-1.181818182,0.46,-0.524545455,-2.741818182,1.818181818,-0.363636364,-3.427272727,-12.05545455,-0.129090909,0.810909091,1.954545455,-2.690909091,0.325454545,-0.277272727,-4.239090909,-3.136363636,-1.159090909,-3.035454545,1.062727273,-0.775454545,-2.046363636,-7.632727273,0.613636364,-5.954545455,-3.462727273,-2.632727273,-11.34818182,1.883636364,-3.403636364,1.637272727,-6.408181818,-0.905454545,0.689090909,-6.653636364,-1.840909091,-7.409090909,-7.277272727,-3.064545455,-2.929090909,-0.070909091,0.746363636,-1.499090909,-9.060909091,1.001818182,-5.469090909,-4.636363636,-2.409090909
1967,-7.053636364,-0.438181818,0.580909091,-1.62,-0.692727273,4.7,-2.545454545,-4.822727273,-12.20909091,0.986363636,1.045454545,2.168181818,-0.359090909,1.570909091,-0.003636364,-3.251818182,-3.242727273,-2.363636364,-4.478181818,1.048181818,0.088181818,-1.17,-6.910909091,-0.150909091,-6.704545455,-2.336363636,-1.547272727,-10.21181818,0.59,-3.890909091,1.88,-6.778181818,-0.801818182,1.372727273,-8.111818182,-1.969090909,-8.272727273,-9.856363636,-1.534545455,-2.64,0.032727273,1.183636364,-1.965454545,-9.651818182,-1.06,-5.126363636,-7.833636364,-4.227272727
1968,-6.700909091,0.32,3.128181818,-1.231818182,0.207272727,7,-1.7,-2.559090909,-10.58636364,1.587272727,1.370909091,3.184545455,-0.456363636,1.57,0.403636364,-1.405454545,-1.893636364,-1.795454545,-4.250909091,0.641818182,-1.410909091,-0.474545455,-5.370909091,-0.131818182,-6.684545455,-2.560909091,-1.788181818,-8.318181818,2.064545455,-4.982727273,0.819090909,-7.256363636,-0.341818182,0.569090909,-8.43,-1.273636364,-6.772727273,-7.862727273,-2.439090909,-2.363636364,0.775454545,0.638181818,-2.688181818,-9.363636364,-2.766363636,-5.830909091,-7.863636364,-2.909090909
1969,-6.202727273,-0.558181818,3.499090909,0.52,-1.771818182,7.888888889,-4,-4.349090909,-10.87454545,0.018181818,-1.961818182,1.602727273,-1.58,0.506363636,-0.891818182,0.054545455,-1.393636364,-2.409090909,-3.807272727,-0.006363636,-3.586363636,-1.281818182,-4.934545455,-3.292727273,-7.504545455,-4.838181818,-3.477272727,-5.863636364,1.458181818,-6.534545455,-1.635454545,-6.738181818,-0.980909091,0.784545455,-10.69363636,-0.737272727,-5.590909091,-8.658181818,-5.236363636,-4.671818182,-0.132727273,-0.51,-2.861818182,-7.454545455,-4.505454545,-6.875454545,-7.575454545,-5.409090909
1970,-5.312727273,0.225454545,2.908181818,1.417272727,-2.758181818,10.55555556,-3.4,-8.211818182,-9.986363636,-0.970909091,-1.295454545,2.030909091,-0.585454545,0.954545455,0.675454545,-0.461818182,-0.106363636,-0.954545455,-2.455454545,1.806363636,-3.407272727,-0.737272727,-3.606363636,-2.347272727,-6.704545455,-1.562727273,-4.007272727,-3.833636364,1.64,-7.527272727,-0.939090909,-4.581818182,-1.039090909,1.807272727,-9.337272727,0.17,-6.5,-8.628181818,-3.864545455,-3.322727273,-1.51,-1.710909091,-2.232727273,-5.552727273,-3.297272727,-6.101818182,-6.863636364,-7.363636364
1971,-6.066363636,0.497272727,5.656363636,0.180909091,-2.181818182,13.33333333,-2.7,-9.840909091,-10.21909091,-1.486363636,-2.590909091,-0.753636364,-2.333636364,-0.125454545,-2.568181818,-0.251818182,1.893636364,-1.181818182,-1.24,0.782727273,-3.16,-2.531818182,-3.011818182,-1.198181818,-8.679090909,1.2,-3.930909091,-1.212727273,1.645454545,-9.280909091,0.333636364,-3.772727273,-2.029090909,0.916363636,-8.810909091,-0.352727273,-6.090909091,-10.07,-2.390909091,-5.402727273,-3.806363636,-1.588181818,-3.909090909,-3.400909091,-3.293636364,-6.012727273,-7.985454545,-7.954545455
1972,-5.309090909,3.091818182,5.962727273,-2.09,-1.6,12.77777778,-1.9,-10.22272727,-9.625454545,0.921818182,-1.825454545,0.848181818,-0.239090909,2.465454545,-0.948181818,2.447272727,4.302727273,0.227272727,-1.024545455,1.159090909,-1.654545455,0.060909091,-1.599090909,-0.398181818,-7.507272727,3.472727273,-1.06,-1.530909091,2.817272727,-9.000909091,1.000909091,-2.404545455,-1.065454545,2.175454545,-9.163636364,0.526363636,-3.636363636,-9.363636364,0.160909091,-5.454545455,-1.603636364,-0.671818182,-1.378181818,-2.31,-2.897272727,-4.62,-8.387272727,-4.590909091
1973,-5.720909091,2.748181818,5.976363636,-2.366363636,-2.921818182,11.88888889,-1.888888889,-10.81363636,-9.112727273,2.345454545,-3.310909091,0.164545455,-0.408181818,3.160909091,-2.487272727,1.788181818,5.090909091,1.5,-0.842727273,2.068181818,0.435454545,1.129090909,-1.241818182,-1.749090909,-6.869090909,5.349090909,-0.315454545,-0.833636364,3.307272727,-7.157272727,-0.908181818,-1.320909091,0.023636364,1.384545455,-9.951818182,1.36,-2.5,-8.656363636,1.394545455,-5.894545455,-1.210909091,-2.617272727,-0.946363636,-2.097272727,-3.402727273,-2.008181818,-8.235454545,-5.181818182
1974,-4.936363636,3.241818182,6.067272727,-0.775454545,-2.572727273,6.333333333,-4.444444444,-7.343636364,-8.325454545,2.542727273,-3.068181818,0.61,-0.420909091,1.992727273,-3.844545455,3.726363636,4.787272727,0.113636364,-1.580909091,-0.355454545,0.391818182,0.458181818,0.005454545,-0.207272727,-6.320909091,5.286363636,0.232727273,-0.333636364,3.428181818,-6.951818182,0.925454545,-2.254545455,-0.081818182,1.137272727,-6.519090909,1.435454545,-1.363636364,-8.285454545,1.661818182,-5.132727273,0.482727273,-0.744545455,-0.798181818,-2.81,-0.93,-2.686363636,-8.462727273,-3.545454545
1975,-3.681818182,2.48,7.843636364,0.298181818,-1.272727273,4.888888889,-5.25,-7.668181818,-7.221818182,1.429090909,-3.052727273,-0.863636364,-1.724545455,1.549090909,-5.844545455,3.329090909,5.499090909,-0.068181818,-1.591818182,-0.957272727,0.696363636,-0.311818182,0.905454545,1.755454545,-6.55,8.14,-0.273636364,0.302727273,3.266363636,-8.02,1.046363636,-1.317272727,-0.6,0.953636364,-5.197272727,1.435454545,0.863636364,-6.963636364,1.746363636,-5.665454545,-0.385454545,-2.722727273,-1.38,-2.037272727,0.039090909,-2.324545455,-9.674545455,-5.090909091
1976,-3.816363636,2.738181818,7.461818182,2.328181818,0.581818182,4.111111111,-9,-7.561818182,-8.47,0.517272727,-2.954545455,-2.079090909,-1.897272727,2.488181818,-5.789090909,5.016363636,4.06,-0.818181818,-1.000909091,-2.138181818,0.076363636,0.149090909,1.391818182,1.788181818,-7.240909091,8.691818182,-0.5,-0.681818182,2.65,-5.651818182,1.364545455,-2.235454545,-1.521818182,1.894545455,-2.62,0.715454545,1.136363636,-7.267272727,0.952727273,-6.085454545,2.301818182,-1.308181818,-2.716363636,-2.461818182,1.622727273,-3.320909091,-10.64363636,-4.681818182
1977,-3.926363636,2.216363636,11.62090909,5.755454545,2.74,0.75,-11.875,-6.667272727,-8.858181818,1.197272727,-2.599090909,-2.339090909,-2.432727273,1.932727273,-6.724545455,5.022727273,3.832727273,-1.818181818,-1.739090909,-3.535454545,1.28,-1.609090909,1.534545455,1.714545455,-8.816363636,7.879090909,0.84,0.242727273,0.710909091,-5.324545455,1.91,-3.610909091,-2.237272727,0.455454545,-1.593636364,-0.541818182,0.545454545,-7.238181818,1.986363636,-7.024545455,1.489090909,-1.524545455,-4.031818182,-2.78,1.675454545,-2.56,-11.12909091,-4.090909091
