"Figure 5. Change in Timing of Last Spring Frost by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1938,0.411818182,5.754545455,1.226363636,2.209090909,-4.138181818,2.636363636,4,2.116363636,-1.123636364,-6.844545455,-0.787272727,-0.13,-2.508181818,-1.240909091,-0.646363636,1.949090909,0.07,0.454545455,1.863636364,-0.547272727,-1.199090909,2.539090909,-1.836363636,-4.550909091,-3.589090909,-2.44,3.257272727,3.004545455,-0.894545455,0.609090909,-1.565454545,1.140909091,-0.430909091,0.076363636,-8.793636364,-0.840909091,4.181818182,0.810909091,-5.127272727,-1.702727273,1.823636364,-2.957272727,-1.848181818,-0.449090909,-3.117272727,-0.62,-3.067272727,0.772727273
1939,2.053636364,5.406363636,1.754545455,1.102727273,-4.137272727,4.545454545,2.5,2.676363636,0.302727273,-6.685454545,0.615454545,0.115454545,-1.683636364,0.742727273,-0.032727273,1.321818182,0.273636364,0.568181818,2.090909091,-0.417272727,-1.090909091,3.805454545,-0.274545455,-4.381818182,-2.34,-2.319090909,2.757272727,3.04,-1.894545455,0.655454545,-0.801818182,1.149090909,-0.521818182,1.08,-8.390909091,-0.598181818,5.454545455,2.477272727,-4.191818182,-0.237272727,3.568181818,-2.832727273,-1.727272727,-0.895454545,-4.179090909,-0.377272727,-2.943636364,2.454545455
1940,0.366363636,6.006363636,0.735454545,3.916363636,-2.196363636,4.363636364,0.5,0.670909091,-1.699090909,-5.31,0.424545455,0.470909091,-0.68,1.499090909,-0.175454545,-2.518181818,0.625454545,0.454545455,1.651818182,-0.146363636,0.144545455,1.763636364,-1.007272727,-2.604545455,-1.058181818,-1.804545455,1.484545455,2.130909091,-0.137272727,1.091818182,-2.462727273,1.499090909,-0.504545455,0.93,-7.401818182,-0.477272727,5.727272727,0.368181818,-2.863636364,-1.496363636,2.416363636,-0.332727273,-2.129090909,-1.108181818,-3.210909091,0.638181818,-1.990909091,2.5
1941,-0.389090909,4.522727273,0.546363636,2.765454545,-1.332727273,4.272727273,0,-1.6,-2.8,-5.249090909,0.313636364,0.452727273,-0.065454545,2.638181818,0.503636364,-3.632727273,-0.068181818,0.25,1.484545455,-0.121818182,0.690909091,1.55,-1.013636364,-2.695454545,-0.453636364,-2.319090909,0.939090909,1.322727273,-1.240909091,0.329090909,-2.285454545,1.859090909,-0.265454545,-0.227272727,-8.170909091,-0.788181818,6.181818182,-0.018181818,-1.598181818,-1.555454545,1.712727273,0.035454545,-1.576363636,-0.483636364,-3.636363636,1.274545455,-1.969090909,3.909090909
1942,-0.826363636,3.181818182,-0.079090909,-0.290909091,1.635454545,5.818181818,2.1,0.036363636,-1.896363636,-3.521818182,0.785454545,1.342727273,2.376363636,3.004545455,0.99,-2.926363636,-0.557272727,0.590909091,0.818181818,0.428181818,2.752727273,1.001818182,-1.017272727,-0.504545455,2.58,-1.803636364,0.727272727,1.07,-0.223636364,-0.705454545,-2.629090909,3.082727273,0.663636364,-0.812727273,-8.712727273,-0.424545455,5.545454545,-0.553636364,0.957272727,-1.977272727,2.012727273,-0.555454545,-3.242727273,0.744545455,-2.941818182,2.168181818,-0.108181818,5.681818182
1943,-1.383636364,2.465454545,-1.306363636,1.107272727,1.320909091,5.272727273,3.8,-2.418181818,-3.450909091,-4.007272727,0.849090909,1.492727273,1.405454545,2.337272727,0.691818182,-3.852727273,0.150909091,0.568181818,0.681818182,0.316363636,1.949090909,0.316363636,-1.362727273,-1.688181818,2.164545455,-0.833636364,0.568181818,1.433636364,-0.600909091,-0.326363636,-3.310909091,2.230909091,1.208181818,-1.24,-6.140909091,0.787272727,5.181818182,-1.85,0.84,-2.92,1.32,0.194545455,-2.235454545,0.551818182,-2.160909091,2.516363636,0.136363636,6.545454545
1944,-0.896363636,0.980909091,-1.418181818,-0.253636364,-0.060909091,5.727272727,1.8,-4.980909091,-2.181818182,-2.719090909,0.795454545,1.185454545,0.860909091,1.031818182,1.364545455,-3.611818182,1.026363636,0.590909091,0.802727273,1.132727273,1.961818182,-0.121818182,-0.896363636,0.033636364,1.021818182,-2.166363636,1.356363636,1.130909091,-1.997272727,0.154545455,-2.49,2.606363636,0.500909091,-2.291818182,-5.237272727,0.848181818,4,-0.706363636,1.184545455,-2.952727273,-0.468181818,-1.021818182,-0.583636364,0.894545455,-1.664545455,1.076363636,0.536363636,4.772727273
1945,0.603636364,0.541818182,-0.842727273,0.997272727,1.734545455,4.909090909,2.1,-5.133636364,-0.226363636,-2.09,0.99,1.420909091,1.531818182,1.768181818,1.715454545,-3.650909091,1.332727273,0.386363636,0.666363636,0.954545455,1.992727273,1.513636364,-0.406363636,1.538181818,2.366363636,0.227272727,1.159090909,1,-0.727272727,0.697272727,-1.834545455,2.818181818,0.517272727,-2.674545455,-3.876363636,0.461818182,3.545454545,1.280909091,2.057272727,-2.338181818,-0.312727273,-0.032727273,-0.795454545,0.555454545,-1.007272727,0.319090909,0.974545455,5.409090909
1946,-1.116363636,2.205454545,-1.430909091,2.520909091,2.789090909,6.090909091,2.3,-5.26,-2.081818182,0.234545455,0.482727273,0.770909091,1.100909091,1.983636364,1.150909091,-4.230909091,1.662727273,-0.909090909,-0.258181818,0.98,1.604545455,-0.09,-0.122727273,3.039090909,2.488181818,1.788181818,-0.098181818,-0.303636364,-0.52,-0.180909091,-3.098181818,2.017272727,-0.038181818,-2.586363636,-1.829090909,0.044545455,2,-0.759090909,2.049090909,-2.860909091,-1.136363636,1.745454545,-0.507272727,-0.275454545,0.860909091,-1.423636364,0.404545455,5.863636364
1947,-0.672727273,0.834545455,-0.873636364,5.270909091,2.861818182,5.454545455,3.2,-7.681818182,-2.986363636,1.189090909,0.991818182,0.399090909,1.624545455,2.882727273,1.178181818,-5.686363636,1.333636364,-2.75,0.014545455,0.116363636,1.255454545,-0.787272727,1.300909091,4.240909091,3.750909091,1.954545455,0.068181818,-1.070909091,-0.55,-0.487272727,-2.909090909,2.096363636,-0.682727273,-1.626363636,1.099090909,-1.054545455,2.318181818,-1.21,2.904545455,-2.055454545,0.189090909,0.51,-0.416363636,-1.311818182,2.9,-3.53,0.717272727,8.181818182
1948,-0.535454545,0.061818182,0.093636364,6.290909091,3.652727273,6.090909091,2.3,-10.48454545,-2.914545455,1.787272727,1.625454545,0.703636364,1.935454545,4.622727273,1.411818182,-8.964545455,0.015454545,-2.704545455,-0.060909091,-0.064545455,1.52,-1.585454545,2.335454545,3.509090909,4.168181818,2.712727273,-0.25,-1.657272727,0.567272727,-0.06,-2.365454545,1.860909091,-0.783636364,-0.266363636,2.345454545,-1.584545455,2.681818182,-0.735454545,3.358181818,-1.121818182,-0.493636364,0.810909091,0.538181818,-1.308181818,3.44,-3.636363636,1.8,8.681818182
1949,-2.051818182,-0.004545455,0.285454545,7.523636364,3.259090909,7.181818182,2.090909091,-10.46818182,-4.399090909,1.719090909,2.321818182,1.683636364,2.955454545,5.164545455,2.587272727,-9.157272727,-0.393636364,-2.909090909,-0.697272727,0.343636364,1.479090909,-2.715454545,3.102727273,3.248181818,4.113636364,3.228181818,0.007272727,-2.445454545,1.392727273,0.226363636,-3.555454545,1.483636364,-0.357272727,1.315454545,3.042727273,-2.084545455,1.5,-2.855454545,3.179090909,-1.319090909,-0.415454545,1.284545455,1.349090909,-1.51,4.555454545,-4.227272727,2.562727273,8.863636364
1950,-2.103636364,0.048181818,0.009090909,8.699090909,3.35,4.363636364,1.272727273,-9.692727273,-4.137272727,2.272727273,0.010909091,1.431818182,1.145454545,2.596363636,2.060909091,-5.718181818,-1.768181818,-5.113636364,-2.106363636,0.343636364,1.522727273,-2.564545455,0.888181818,4.181818182,2.573636364,4.182727273,-0.796363636,-3.394545455,0.908181818,-0.37,-4.344545455,0.922727273,-0.39,0.256363636,4.212727273,-2.713636364,-0.045454545,-2.930909091,2.489090909,-2.43,-0.075454545,1.658181818,0.955454545,-2.149090909,5.324545455,-5.545454545,1.664545455,8.5
1951,0.611818182,-0.779090909,1.397272727,8.021818182,2.077272727,5,2.545454545,-9.660909091,-1.149090909,2.44,-0.010909091,0.700909091,0.500909091,2.682727273,2.372727273,-3.105454545,-0.813636364,-4.159090909,-0.894545455,0.287272727,0.727272727,-0.946363636,2.220909091,2.128181818,1.69,4.561818182,0.491818182,-0.91,0.446363636,0.061818182,-1.657272727,-0.168181818,-0.038181818,1.479090909,4.734545455,-1.819090909,0.863636364,-1.168181818,1.816363636,-0.372727273,0.928181818,0.328181818,2.462727273,-1.328181818,5.481818182,-6.060909091,0.919090909,8.363636364
1952,2.662727273,-0.452727273,3.573636364,7.418181818,1.236363636,4.909090909,2.909090909,-8.459090909,0.664545455,2.280909091,-0.071818182,1.090909091,-0.569090909,1.068181818,2.999090909,-2.802727273,-0.313636364,-3.204545455,-1.636363636,0.044545455,-0.49,0.838181818,2.56,1.636363636,0.07,5.258181818,0.719090909,0.210909091,1.491818182,0.674545455,-0.868181818,-1.100909091,0.011818182,2.868181818,4.386363636,-1.326363636,-1.227272727,-0.447272727,0.127272727,1.321818182,2.488181818,0.453636364,2.319090909,-1.728181818,3.926363636,-5.41,0.741818182,9.136363636
1953,2.900909091,-0.648181818,2.997272727,8.263636364,-0.704545455,1.909090909,0.181818182,-8.254545455,0.241818182,1.015454545,-0.562727273,-0.372727273,-2.337272727,0.267272727,1.814545455,-3.555454545,-0.2,-4.204545455,-2.303636364,0.672727273,-1.596363636,0.850909091,1.900909091,-0.608181818,-2.746363636,5.212727273,0.976363636,-1.111818182,0.533636364,1.07,-1.567272727,-2.213636364,-0.622727273,2.25,5.190909091,-2.137272727,-2.318181818,-1.087272727,-1.357272727,1.056363636,1.686363636,0.345454545,3.500909091,-4.458181818,4.062727273,-7.137272727,0.059090909,7.363636364
1954,3.366363636,-2.057272727,4.085454545,5.746363636,-1.592727273,0.909090909,-2.636363636,-6.721818182,1.153636364,2.137272727,-0.08,-0.060909091,-1.210909091,0.835454545,2.220909091,-4.158181818,-0.079090909,-4.068181818,-2.151818182,0.471818182,-0.986363636,1.36,2.888181818,1.372727273,-1.827272727,3.394545455,1.332727273,-1.788181818,0.513636364,1.183636364,-1.431818182,-1.389090909,0.231818182,3.409090909,4.309090909,-2.284545455,-1.636363636,-1.126363636,0.198181818,2.130909091,0.841818182,-0.256363636,3.652727273,-4.343636364,4.03,-6.500909091,-0.655454545,7.136363636
1955,3.922727273,-1.08,5.080909091,5.060909091,0.061818182,0.181818182,-0.727272727,-1.766363636,2,2.493636364,0.240909091,-0.098181818,-0.225454545,1.921818182,2.221818182,-1.268181818,-1.17,-4.613636364,-2.651818182,-0.697272727,-1.046363636,2.213636364,3.92,-0.018181818,-0.410909091,6.667272727,-0.091818182,-1.536363636,2.110909091,0.601818182,-0.489090909,-2.590909091,-0.351818182,4.240909091,4.242727273,-3.186363636,-1.181818182,-0.763636364,0.717272727,2.76,2.664545455,1.215454545,3.334545455,-4.954545455,4.033636364,-5.955454545,-0.744545455,10.13636364
1956,2.501818182,-2.723636364,3.841818182,2.566363636,-1.246363636,2.272727273,-1.818181818,-3.497272727,0.704545455,0.864545455,0.663636364,1.9,0.095454545,1.972727273,2.786363636,-3.164545455,-1.488181818,-4.25,-1.939090909,0.043636364,-0.562727273,-0.037272727,4.361818182,-2.303636364,-0.68,3.97,1.453636364,-2.000909091,1.107272727,0.669090909,-0.852727273,-2.270909091,0.558181818,4.6,2.211818182,-2.034545455,0.727272727,-3.88,0.966363636,2.337272727,1.88,-0.728181818,5.046363636,-3.625454545,2.137272727,-5.076363636,0.086363636,5.5
1957,3.395454545,-2.83,3.574545455,2.239090909,-1.482727273,0.727272727,-1.909090909,-2.663636364,2.154545455,1.273636364,0.338181818,1.77,-0.556363636,1.178181818,2.584545455,-3.71,-1.363636364,-3.727272727,-2.075454545,-0.947272727,-1.094545455,1.294545455,3.860909091,-3.318181818,-1.906363636,3.651818182,1.135454545,-1.778181818,1.36,0.558181818,0.358181818,-2.962727273,0.368181818,3.781818182,3.166363636,-2.019090909,0.636363636,-1.631818182,-0.596363636,2.818181818,1.867272727,-0.637272727,5.152727273,-3.797272727,0.945454545,-4.985454545,-0.212727273,4.5
1958,2.960909091,-2.428181818,2.564545455,2.281818182,-1.31,0.181818182,-1.363636364,-1.955454545,2.96,0.728181818,1.775454545,3.809090909,1.527272727,1.156363636,4.115454545,-1.948181818,-0.727272727,-1.659090909,-1.788181818,0.552727273,0.842727273,1.87,4.463636364,-3.636363636,-0.845454545,3.137272727,1.726363636,-0.222727273,1.762727273,1.841818182,1.564545455,-3.078181818,2.171818182,2.563636364,1.850909091,0.049090909,1.181818182,-0.788181818,0.130909091,3.363636364,0.212727273,0.171818182,5.743636364,-2.266363636,-0.996363636,-2.288181818,1.257272727,4.090909091
1959,3.733636364,-2.260909091,2.320909091,1.769090909,-1.669090909,1.272727273,0.454545455,-0.925454545,4.091818182,0.432727273,0.806363636,2.910909091,-0.365454545,-0.619090909,3.372727273,1.124545455,1.272727273,-1.113636364,-1.182727273,0.991818182,0.038181818,2.769090909,3.320909091,-3.503636364,-1.921818182,1.651818182,3.650909091,0.201818182,1.164545455,3.109090909,1.251818182,-2.312727273,2.014545455,1.695454545,1.974545455,0.692727273,0.318181818,-0.122727273,0.337272727,2.505454545,1.135454545,-1.447272727,6.486363636,-2.138181818,0.147272727,-2.121818182,0.555454545,2.863636364
1960,4.064545455,-0.124545455,1.665454545,1.022727273,-1.446363636,-0.363636364,0.090909091,-2.065454545,4.380909091,-0.529090909,-1.041818182,0.68,-1.202727273,-1.327272727,0.911818182,1.959090909,1.579090909,-1.272727273,-0.273636364,0.435454545,0.371818182,3.386363636,1.997272727,-3.189090909,-2.438181818,0.893636364,4.954545455,0.004545455,0.846363636,3.466363636,1.011818182,-1.731818182,0.510909091,1.35,1.619090909,0.624545455,1.454545455,0.669090909,1.188181818,1.343636364,1.893636364,-2.751818182,7.425454545,-3.186363636,-1.093636364,-2.728181818,0.940909091,1.272727273
1961,4.383636364,-1.988181818,2.030909091,-1.229090909,-1.191818182,1.636363636,0.727272727,-2.446363636,4.689090909,-0.173636364,1.457272727,2.508181818,1.030909091,0.715454545,3.047272727,0.332727273,2.204545455,1.409090909,1.211818182,1.386363636,0.818181818,3.170909091,4.396363636,-3.560909091,-0.280909091,-0.485454545,5.424545455,1.771818182,0.119090909,4.862727273,2.917272727,-0.694545455,1.969090909,2.627272727,1.273636364,2.185454545,2.590909091,0.679090909,2.315454545,2.5,1.047272727,-2.755454545,7.478181818,-0.701818182,-1.841818182,-0.152727273,2.915454545,1.363636364
1962,3.427272727,-1.904545455,0.919090909,-1.844545455,-0.232727273,0.636363636,-0.181818182,-0.290909091,3.623636364,-0.689090909,0.927272727,2.296363636,1.296363636,0.781818182,1.611818182,0.326363636,1.375454545,0.772727273,0.545454545,1.051818182,0.917272727,2.565454545,3.893636364,-2.816363636,0.228181818,-1.319090909,5.151818182,0.398181818,0.658181818,4.771818182,2.086363636,0.763636364,1.387272727,0.288181818,1.591818182,1.526363636,1.636363636,0.657272727,2.773636364,1.215454545,-0.014545455,-2.596363636,6.250909091,-1.163636364,-1.71,-0.364545455,3.302727273,1.272727273
1963,3.677272727,-1.556363636,0.33,-1.458181818,0.364545455,-1.090909091,-0.727272727,2.140909091,4.716363636,-0.211818182,0.977272727,2.290909091,1.85,1.341818182,-0.557272727,2.473636364,1.023636364,0.295454545,1.045454545,0.988181818,1.558181818,3.29,3.869090909,-0.776363636,2.047272727,-0.94,5.651818182,-0.904545455,1.132727273,4.449090909,2.283636364,1.19,1.302727273,-0.311818182,3.275454545,1.299090909,2.681818182,1.851818182,4.28,0.512727273,0.63,-1.006363636,6.72,-0.809090909,-0.042727273,-0.091818182,3.213636364,-1.181818182
1964,4.080909091,-1.027272727,0.35,-1.248181818,0.837272727,-0.272727273,-1.454545455,0.756363636,5.574545455,0.728181818,0.493636364,1.992727273,2.081818182,0.795454545,-0.648181818,2.514545455,1.137272727,0.272727273,1.379090909,0.260909091,1.980909091,3.515454545,3.815454545,1.695454545,2.773636364,-1.773636364,5.954545455,-0.490909091,1.303636364,4.656363636,3.043636364,3.725454545,1.210909091,0.065454545,4.156363636,2.003636364,3.363636364,2.571818182,4.728181818,0.619090909,0.582727273,-1.051818182,6.416363636,0.389090909,0.329090909,0.832727273,3.530909091,0.545454545
1965,3.416363636,0.407272727,-0.135454545,-0.053636364,1.652727273,0.909090909,-0.727272727,2.033636364,5.847272727,-0.180909091,0.018181818,2.042727273,2.157272727,0.608181818,-0.824545455,2.969090909,1.535454545,0.931818182,1.848181818,0.516363636,1.892727273,3.074545455,3.368181818,0.088181818,2.524545455,-0.561818182,6.272727273,0.003636364,2.557272727,4.758181818,3.564545455,2.7,0.709090909,-0.657272727,4.735454545,2.370909091,4.863636364,3.408181818,3.922727273,0.303636364,0.973636364,-1.120909091,6.870909091,0.386363636,0.356363636,1.757272727,4.171818182,0.636363636
1966,3.627272727,1.184545455,-0.077272727,1.926363636,1.639090909,1.272727273,-1.090909091,1.767272727,5.297272727,-1.211818182,-0.141818182,2.365454545,2.072727273,-0.070909091,-0.364545455,2.904545455,2.069090909,1.181818182,2.469090909,1.227272727,2.66,3.924545455,2.177272727,-0.060909091,2.506363636,-2.531818182,7.802727273,-0.299090909,2.648181818,5.559090909,3.310909091,3.022727273,1.4,-0.366363636,4.504545455,2.833636364,4.363636364,3.029090909,4.159090909,0.83,1.588181818,-1.433636364,8.03,0.734545455,-0.336363636,2.424545455,4.886363636,-0.545454545
1967,4.048181818,2.246363636,0.185454545,3.285454545,1.433636364,-1.6,-0.454545455,3.600909091,5.896363636,-0.643636364,-0.567272727,0.307272727,1.243636364,-1.402727273,-0.560909091,2.605454545,2.83,1.727272727,2.271818182,1.503636364,1.918181818,4.35,1.244545455,1.212727273,2.049090909,-1.713636364,7.075454545,0.216363636,3.114545455,5.73,3.66,2.376363636,1.386363636,-1.187272727,5.401818182,2.651818182,4.090909091,5.542727273,3.395454545,0.954545455,1.092727273,-1.302727273,8.47,0.825454545,1.012727273,4.560909091,4.756363636,1.272727273
1968,4.344545455,0.125454545,0.060909091,2.206363636,1.274545455,-1.333333333,-1.2,2.49,5.269090909,-0.310909091,-0.391818182,1.328181818,2.299090909,-0.957272727,-0.59,1.696363636,2.705454545,2.159090909,1.302727273,2.593636364,3.046363636,3.662727273,1.343636364,1.751818182,3.200909091,-1.107272727,5.757272727,0.185454545,3.374545455,5.900909091,3.736363636,3.087272727,2.38,-0.73,4.506363636,3.092727273,3.363636364,4.706363636,5.262727273,1.419090909,1.012727273,-0.666363636,8.333636364,1.991818182,1.27,6.121818182,5.751818182,1.227272727
1969,3.977272727,-0.208181818,1.047272727,0.716363636,0.942727273,-1.111111111,-2,3.788181818,5.407272727,0.635454545,-1.325454545,0.425454545,0.693636364,-1.46,-1.008181818,1.509090909,3.182727273,1.954545455,0.939090909,1.786363636,2.176363636,3.741818182,0.718181818,1.756363636,1.423636364,0.801818182,4.393636364,-0.188181818,3.799090909,5.141818182,2.861818182,2.656363636,1.502727273,-0.098181818,5.703636364,2.34,2.5,4.760909091,4.506363636,1.719090909,2.087272727,-1.11,7.348181818,1.875454545,1.877272727,4.985454545,4.863636364,0.727272727
1970,3.684545455,-0.299090909,1.114545455,-0.418181818,1.251818182,-1.444444444,-0.9,4.940909091,4.569090909,0.969090909,-0.910909091,1.060909091,1.253636364,-1.499090909,-0.690909091,1.493636364,2.431818182,1.386363636,0.075454545,0.960909091,1.834545455,3.521818182,0.986363636,1.892727273,1.330909091,1.226363636,2.545454545,0.367272727,4.722727273,3.804545455,2.680909091,0.374545455,1.872727273,-0.420909091,5.712727273,2.055454545,2.090909091,5.014545455,3.349090909,1.892727273,2.723636364,0.857272727,6.469090909,1.526363636,1.545454545,4.925454545,4.387272727,1.636363636
1971,3.502727273,-2.914545455,0.386363636,0.88,1.091818182,-2.666666667,-0.2,4.74,5.042727273,2.893636364,1.127272727,2.938181818,1.744545455,-1.290909091,2.169090909,-0.494545455,2.228181818,2.227272727,-0.181818182,1.560909091,1.435454545,2.289090909,2.335454545,1.462727273,1.85,1.923636364,1.06,1.039090909,5.053636364,3.956363636,4.291818182,-1.053636364,3.15,-1.311818182,5.587272727,3.032727273,2.772727273,5.657272727,2.098181818,3.569090909,1.313636364,2.200909091,4.53,3.826363636,1.665454545,6.940909091,3.616363636,2.954545455
1972,2.365454545,-1.623636364,-0.94,2.542727273,0.214545455,-2.777777778,0.2,4.247272727,4.073636364,2.090909091,-0.587272727,1.019090909,-0.22,-3.57,-0.086363636,-1.386363636,2.046363636,1.431818182,-1.060909091,1.122727273,-0.295454545,1.245454545,-0.110909091,0.960909091,-0.667272727,1.863636364,1.620909091,0.307272727,5.409090909,3.258181818,2.960909091,-2.37,2.600909091,-2.898181818,5.406363636,2.721818182,2.272727273,4.569090909,0.082727273,2.867272727,-0.154545455,0.961818182,4.173636364,2.808181818,1.316363636,7.940909091,2.814545455,0.863636364
1973,3.066363636,-3.016363636,-0.085454545,1.695454545,0.223636364,-3.333333333,0,3.942727273,4.800909091,2.606363636,0.189090909,1.329090909,-0.743636364,-4.044545455,1.3,-0.300909091,1.296363636,0.318181818,-2.333636364,0.668181818,-1.42,1.992727273,-0.498181818,1.481818182,-1.209090909,2.318181818,0.348181818,-0.394545455,4.551818182,1.918181818,2.439090909,-4.482727273,1.796363636,-2.086363636,5.198181818,1.608181818,1.227272727,5.724545455,-1.005454545,3.587272727,0.444545455,1.19,3.037272727,1.860909091,0.805454545,8.138181818,1.630909091,0.227272727
1974,3.062727273,-3.689090909,-0.423636364,0.934545455,0.194545455,-2.333333333,0.222222222,1.775454545,5.009090909,3.079090909,-0.403636364,1.17,-0.890909091,-3.401818182,2.660909091,-2.13,0.784545455,0.568181818,-3.515454545,1.188181818,-1.465454545,1.048181818,-0.602727273,0.711818182,-1.679090909,2,-1.417272727,-0.49,4.577272727,1.511818182,2.071818182,-4.975454545,1.759090909,-2.585454545,3.306363636,1.342727273,-1.136363636,5.646363636,-1.633636364,2.976363636,-1.2,4.25E-01,2.552727273,1.446363636,-0.621818182,8.623636364,1.755454545,0.045454545
1975,2.141818182,-4.636363636,-0.128181818,0.911818182,-0.778181818,-2.111111111,1.25,3.433636364,3.843636364,2.366363636,0.331818182,1.911818182,-0.852727273,-2.540909091,3.856363636,-1.46,-0.159090909,0.795454545,-4.454545455,1.102727273,-2.316363636,0.243636364,0.029090909,-1.139090909,-1.799090909,2.454545455,-2.174545455,-0.262727273,5.661818182,0.545454545,2.373636364,-7.741818182,1.72,-1.576363636,2.016363636,0.964545455,-2.681818182,4.954545455,-2.263636364,2.867272727,-0.380909091,1.929090909,2.22,2.150909091,-0.92,9.396363636,1.028181818,-1.318181818
1976,1.884545455,-4.181818182,-0.885454545,-0.969090909,-1.103636364,-1.888888889,3,3.580909091,4.013636364,3.29,1.09,1.452727273,-0.413636364,-2.960909091,3.746363636,-1.783636364,-0.541818182,0.772727273,-3.939090909,1.530909091,-1.721818182,-0.361818182,-0.673636364,-0.114545455,-1.266363636,2.606363636,-2.038181818,-0.348181818,4.689090909,0.840909091,2.664545455,-7.722727273,2.019090909,-2.694545455,1.231818182,1.229090909,-3.5,4.641818182,-1.589090909,2.178181818,-1.485454545,1.759090909,1.629090909,2.423636364,-1.073636364,9.517272727,1.369090909,-1.818181818
1977,1.260909091,-5.701818182,-1.34,-2.107272727,-1.510909091,-1.5,3.375,1.058181818,3.690909091,3.169090909,0.799090909,0.998181818,-1.219090909,-2.757272727,3.304545455,-3.498181818,-0.144545455,0.613636364,-4.302727273,1.136363636,-3.074545455,-1.310909091,-0.24,-0.07,-1.971818182,2.576363636,-3.75,-0.024545455,4.204545455,-0.013636364,3.162727273,-8.051818182,1.35,-2.394545455,0.978181818,0.743636364,-3.363636364,4.446363636,-2.560909091,1.876363636,-3.055454545,2.372727273,-0.302727273,2.156363636,-0.520909091,8.729090909,0.026363636,-1.818181818
1978,2.653636364,-5.4,-0.273636364,-5.541818182,-1.23,-2.555555556,4.5,0.57,5.27,3.176363636,1.431818182,1.263636364,-0.557272727,-1.461818182,3.124545455,-1.181818182,-1.553636364,0.681818182,-4.772727273,0.847272727,-2.058181818,0.376363636,0.260909091,0.38,-1.119090909,3.728181818,-4.037272727,-0.126363636,4.094545455,0.391818182,3.239090909,-7.03,0.759090909,-1.458181818,1.463636364,0.902727273,-4.272727273,4.928181818,-1.594545455,2.434545455,-1.487272727,3.162727273,-1.151818182,2.606363636,-1.391818182,7.32,0.000909091,-2.227272727
1979,1.131818182,-4.672727273,-1.471818182,-6.647272727,-1.082727273,-3,4.111111111,1.720909091,4.938181818,1.911818182,0.818181818,0.255454545,-0.832727273,-1.042727273,2.545454545,-0.760909091,-0.894545455,0.772727273,-3.44,0.889090909,-2.412727273,-1.15,-0.385454545,-0.045454545,-1.189090909,3.364545455,-2.825454545,-0.126363636,3.334545455,0.406363636,2.669090909,-6.188181818,0.686363636,-1.473636364,1.163636364,1.040909091,-3.636363636,3.845454545,-1.622727273,1.404545455,-2.024545455,1.860909091,-0.94,1.727272727,-0.867272727,7.925454545,0.068181818,-1.272727273
1980,1.050909091,-5.3,-3.096363636,-5.983636364,-0.605454545,-2.3,4.333333333,1.332727273,5.764545455,1.927272727,-0.168181818,-1.31,-2.376363636,-1.4,1.305454545,-2.016363636,-1.621818182,0.045454545,-2.712727273,0.271818182,-3.731818182,-2.377272727,-0.923636364,-0.095454545,-1.659090909,1.151818182,-1.946363636,-0.550909091,3.696363636,-0.098181818,2.758181818,-6.001818182,-0.922727273,-2.523636364,1.365454545,0.604545455,-1.727272727,4.235454545,-3.088181818,0.606363636,-3.52,1.838181818,-0.47,0.603636364,-0.07,6.273636364,-1.307272727,-0.909090909
1981,1.433636364,-6.87,-4.173636364,-8.013636364,-1.067272727,-2,4.444444444,2.326363636,7.229090909,0.889090909,0.49,-0.55,-2.006363636,-1.03,2.15,-0.942727273,-0.961818182,0.386363636,-0.803636364,0.670909091,-3.421818182,-2.49,-0.614545455,-0.131818182,-1.949090909,0.788181818,-0.643636364,-0.339090909,1.886363636,0.859090909,3.842727273,-5.374545455,-0.337272727,-3.886363636,1.349090909,1.093636364,2.136363636,4.191818182,-3.457272727,1.319090909,-4.933636364,-0.078181818,0.348181818,2.033636364,-0.87,7.212727273,-0.416363636,-3.454545455
