"Figure 6. Change in Timing of First Fall Frost by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1935,2.909090909,-0.585454545,-3.654545455,-2.860909091,2.601818182,-2.727272727,-3.272727273,-2.568181818,2.826363636,3.590909091,3.781818182,2.246363636,2.066363636,2.22,0.223636364,3.82,-0.622727273,-3.318181818,1.409090909,0.324545455,-0.365454545,1.310909091,1.278181818,4.785454545,0.091818182,-2.102727273,3.055454545,-3.514545455,-3.622727273,3.660909091,0.167272727,-2.206363636,0.560909091,1.235454545,0.713636364,-2.400909091,-0.045454545,-0.104545455,0.462727273,0.477272727,2.79,1.234545455,0.349090909,-2.5,-1.922727273,3.584545455,1.939090909,-3.227272727
1936,3.563636364,0.179090909,-2.965454545,-3.640909091,1.787272727,-4.363636364,-2.363636364,1.238181818,3.766363636,3.987272727,2.864545455,3.485454545,3.232727273,2.891818182,0.843636364,4.564545455,-1.410909091,-1.590909091,1.205454545,0.454545455,-0.120909091,2.224545455,2.216363636,5.153636364,0.887272727,-1.743636364,2.912727273,-3.801818182,-3.142727273,3.433636364,-0.014545455,-1.841818182,1.718181818,1.358181818,1.735454545,-1.575454545,-1.318181818,1.473636364,0.195454545,1.749090909,2.360909091,0.103636364,0.971818182,-2.681818182,-0.982727273,3.984545455,3.817272727,-3.772727273
1937,2.320909091,-1.094545455,-1.760909091,-2.560909091,0.603636364,-5.363636364,-3.181818182,-4.185454545,1.223636364,1.102727273,2.819090909,0.891818182,0.528181818,0.386363636,-0.926363636,-1.51,-1.199090909,-2.25,0.796363636,-0.956363636,-1.170909091,-0.845454545,-0.310909091,5.017272727,0.731818182,-1.747272727,0.699090909,-4.074545455,-3.243636364,2.778181818,-0.287272727,-2.635454545,-0.030909091,0.738181818,3.014545455,-2.590909091,-1.818181818,0.881818182,-1.555454545,0.96,0.297272727,-0.059090909,-0.361818182,-3.47,-0.456363636,1.746363636,2.135454545,-4.681818182
1938,1.480909091,-1.283636364,-0.647272727,-2.104545455,0.177272727,-5.727272727,-4.1,-3,0.05,1.137272727,3.72,1.069090909,0.269090909,0.590909091,-1.731818182,-0.810909091,-1.971818182,-2.863636364,-0.260909091,-1.892727273,-1.475454545,-0.429090909,-2.278181818,4.430909091,-0.045454545,-2.425454545,0.04,-4.499090909,-3.628181818,2.855454545,1.258181818,-3.307272727,-0.710909091,1.165454545,3.378181818,-3.667272727,-4.045454545,-1.122727273,-2.219090909,0.672727273,0.636363636,0.582727273,-1.793636364,-2.947272727,0.442727273,2.024545455,0.347272727,-5.136363636
1939,1.435454545,-1.022727273,-0.116363636,-1.334545455,0.086363636,-6.545454545,-5.3,-4.387272727,0.679090909,1.243636364,3.651818182,0.903636364,-0.362727273,1.332727273,-1.407272727,-1.413636364,-2.456363636,-2.886363636,-0.159090909,-3.076363636,-1.464545455,-0.128181818,-2.119090909,4.343636364,-0.252727273,-2.23,0.228181818,-3.695454545,-4.193636364,2.92,1.621818182,-3.248181818,-1.260909091,3.370909091,4.570909091,-4.19,-5.681818182,-1.697272727,-2.08,0.862727273,0.335454545,1.184545455,-2.015454545,-1.583636364,2.484545455,2.250909091,0.513636364,-5.181818182
1940,1.260909091,-0.801818182,-0.507272727,-3.100909091,-0.204545455,-7.363636364,-4.7,-4.537272727,0.680909091,0.846363636,2.472727273,-0.617272727,-1.083636364,0.923636364,-2.010909091,-2.144545455,-2.653636364,-3.068181818,-0.807272727,-3.808181818,-0.340909091,-1.065454545,-2.167272727,4.525454545,-0.431818182,-1.061818182,-0.086363636,-3.073636364,-4.516363636,0.897272727,1.107272727,-2.798181818,-1.49,3.098181818,4.400909091,-4.447272727,-5.818181818,-1.600909091,-1.143636364,0.783636364,-0.348181818,1.349090909,-2.374545455,-1.568181818,2.719090909,1.310909091,0.013636364,-5.454545455
1941,1.182727273,-1.018181818,-0.345454545,-2.77,-0.872727273,-5.909090909,-1.2,0.584545455,1.492727273,1.65,3.029090909,0.543636364,0.189090909,1.258181818,0.129090909,0.634545455,-1.85,-2.681818182,-1.41,-3.552727273,0.052727273,-0.001818182,-1.197272727,4.343636364,0.671818182,-0.555454545,0.248181818,-2.800909091,-2.415454545,-0.149090909,-0.892727273,-2.556363636,-0.602727273,2.277272727,3.825454545,-3.242727273,-4.727272727,0.031818182,-0.627272727,2.964545455,0.188181818,0.999090909,-0.59,-1.379090909,2.24,1.698181818,0.195454545,-4.590909091
1942,1.563636364,-0.33,-0.470909091,-3.276363636,-0.738181818,-6.545454545,-3.9,3.699090909,2.26,1.801818182,2.036363636,1.071818182,0.820909091,2.030909091,0.194545455,3.03,-2.168181818,-3.659090909,-1.341818182,-4.574545455,-0.474545455,1.157272727,-0.308181818,4.716363636,0.6,-0.682727273,0.436363636,-3.225454545,-2.738181818,0.67,-0.832727273,-3.079090909,-2.624545455,2.896363636,5.310909091,-4.485454545,-5.772727273,0.929090909,-1.468181818,3.53,1.297272727,1.447272727,-1.99,-1.727272727,4.140909091,1.402727273,-2.365454545,-4.545454545
1943,2.364545455,0.109090909,-1.491818182,-5.878181818,-0.621818182,-6.909090909,-3.4,6.214545455,4.632727273,3.231818182,2.664545455,1.952727273,1.408181818,1.207272727,0.837272727,3.881818182,-2.289090909,-2.931818182,-1.266363636,-3.760909091,0.707272727,1.473636364,-0.2,4.772727273,1.253636364,0.05,0.714545455,-3.627272727,-1.869090909,-0.019090909,-0.166363636,-2.844545455,-1.769090909,2.373636364,4.240909091,-4.008181818,-6.590909091,4.235454545,-0.173636364,3.786363636,0.470909091,0.953636364,-1.319090909,-2.098181818,2.723636364,2.186363636,-1.562727273,-4.636363636
1944,1.810909091,0.507272727,-0.48,-6.11,-1.003636364,-5.272727273,-5.2,9.344545455,3.912727273,1.390909091,0.148181818,0.53,1.25,1.273636364,0.213636364,4.723636364,-1.425454545,-3.159090909,-1.744545455,-3.790909091,-0.197272727,1.243636364,0.126363636,2.048181818,1.104545455,-0.647272727,-0.409090909,-2.915454545,-1.060909091,-0.914545455,-1.620909091,-1.903636364,-1.466363636,2.58,3.495454545,-3.144545455,-5.909090909,3.258181818,-1.265454545,3.579090909,2.124545455,0.231818182,-0.168181818,-1.461818182,1.684545455,-0.082727273,-1.305454545,-3.681818182
1945,2.441818182,1.203636364,-0.46,-5.752727273,-0.976363636,-7,-4.1,7.226363636,4.409090909,1.310909091,-0.010909091,1.421818182,2.377272727,2.641818182,1.905454545,3.684545455,-2.668181818,-2.613636364,-1.482727273,-3.912727273,0.204545455,1.984545455,0.260909091,1.621818182,2.259090909,-0.324545455,0.143636364,-3.128181818,-0.545454545,-0.310909091,-0.166363636,-1.560909091,-1.598181818,2.858181818,2.874545455,-2.795454545,-6.863636364,3.620909091,-1.607272727,5.145454545,0.495454545,0.106363636,0.351818182,-1.446363636,0.641818182,-0.568181818,-0.949090909,-2.136363636
1946,1.694545455,0.478181818,-0.882727273,-5.606363636,-2.808181818,-6.818181818,-2.8,7.897272727,3.842727273,0.488181818,-2.445454545,1.215454545,0.974545455,2.1,1.62,2.849090909,-2.228181818,-1.863636364,-1.267272727,-4.256363636,0.277272727,1.640909091,-0.959090909,-0.257272727,2.232727273,0.49,-0.699090909,-2.068181818,0.302727273,-0.837272727,-0.863636364,-0.868181818,-2.207272727,1.931818182,1.778181818,-2.53,-6.681818182,3.18,-1.146363636,4.383636364,-0.185454545,-1.063636364,1.310909091,-1.31,-0.272727273,-1.681818182,-2.327272727,-3.227272727
1947,1.039090909,-1.4,-0.166363636,-4.627272727,-2.021818182,-6,-3.5,5.296363636,2.642727273,-0.587272727,-2.520909091,-0.796363636,-0.855454545,0.438181818,-0.094545455,0.108181818,-1.319090909,-2.318181818,-1.142727273,-4.838181818,0.442727273,-0.309090909,-3.072727273,0.09,1.366363636,0.811818182,-1.160909091,-0.69,-0.02,-1.404545455,-0.302727273,-1.215454545,-3.955454545,0.267272727,1.153636364,-2.954545455,-5.409090909,1.824545455,-0.878181818,2.222727273,-1.323636364,0.613636364,0.866363636,-0.977272727,-0.618181818,-2.354545455,-4.054545455,-3.454545455
1948,0.850909091,-0.541818182,-0.514545455,-4.096363636,-1.480909091,-6.454545455,-2.7,6.088181818,2.967272727,0.152727273,-2.809090909,1.223636364,0.884545455,2.221818182,0.993636364,-1.05,-2.106363636,-1.886363636,-1.982727273,-3.610909091,1.013636364,2.135454545,-2.624545455,-0.39,1.786363636,1.095454545,-0.389090909,-1.039090909,-0.494545455,-1.430909091,-0.090909091,-1.417272727,-3.143636364,1.482727273,1.483636364,-2.370909091,-5.863636364,1.746363636,-0.352727273,2.92,-1.923636364,0.71,0.981818182,-0.72,-0.535454545,-1.699090909,-3.85,-3.545454545
1949,0.543636364,0.100909091,0.229090909,-4.484545455,-0.995454545,-6.636363636,-2.272727273,4.004545455,3.117272727,0.583636364,-3.089090909,1.963636364,1.191818182,3.201818182,1.978181818,-1.350909091,-1.272727273,-1,-1.358181818,-2.702727273,1.28,2.874545455,-2.072727273,1.068181818,1.837272727,2.000909091,0.708181818,-0.13,-0.261818182,-0.942727273,-2.484545455,-0.751818182,-2.781818182,2.450909091,0.127272727,-1.241818182,-4.227272727,1.911818182,0.320909091,3.412727273,-1.05,0.108181818,1.171818182,-0.326363636,-1.700909091,-1.050909091,-3.440909091,-3.545454545
1950,-1.37,-1.133636364,-0.089090909,-5.8,-1.363636364,-5.181818182,-0.545454545,3.569090909,1.951818182,0.122727273,-2.763636364,2.139090909,1.58,2.565454545,1.776363636,-3.345454545,-0.515454545,-0.636363636,-2.119090909,-2.224545455,0.504545455,2.23,-3.867272727,0.87,1.812727273,0.59,0.643636364,-0.357272727,0.970909091,-1.5,-2.166363636,-0.341818182,-1.891818182,0.132727273,-1.384545455,-0.196363636,-2.136363636,1.231818182,-1.367272727,2.710909091,-2.450909091,-0.488181818,1.757272727,-1.371818182,-2.674545455,-1.687272727,-2.955454545,-2.545454545
1951,-1.313636364,-1.536363636,-0.118181818,-5.879090909,0.15,-6,0.090909091,2.862727273,2.229090909,0.181818182,-2.9,3.450909091,2.230909091,4.083636364,3.782727273,-4.413636364,-0.772727273,-1.204545455,-2.686363636,-1.871818182,-0.01,3.642727273,-3.943636364,0.477272727,3.104545455,0.25,1.684545455,-1.054545455,0.93,-0.276363636,-2.954545455,-0.798181818,-2.233636364,0.778181818,-1.146363636,-0.613636364,-3.090909091,1.62,-1.848181818,3.310909091,-2.801818182,0.091818182,0.828181818,-2.569090909,-1.550909091,-1.890909091,-3.773636364,-3.727272727
1952,-3.16,-2.742727273,0.768181818,-3.757272727,1.440909091,-6.636363636,-1.272727273,-2.738181818,-0.366363636,0.161818182,-2.918181818,3.314545455,1.819090909,4.506363636,2.907272727,-8.186363636,-0.530909091,-1.136363636,-1.253636364,-1.451818182,0.452727273,3.406363636,-6.263636364,0.506363636,2.24,0.775454545,2.599090909,-1.1,-0.857272727,1.061818182,-2.590909091,-1.030909091,-2.622727273,0.797272727,-0.949090909,-1.977272727,-3.590909091,-0.830909091,-1.572727273,2.213636364,-5.49,0.376363636,-0.031818182,-2.864545455,-1.361818182,-1.690909091,-3.076363636,-4.181818182
1953,-3.62,-3.164545455,0.902727273,-3.398181818,1.595454545,-5.818181818,2.090909091,-4.15,-1.061818182,-1.166363636,-2.274545455,1.876363636,0.224545455,2.593636364,2.883636364,-9.498181818,-0.379090909,0.136363636,-1.083636364,-0.195454545,1.149090909,1.504545455,-6.095454545,0.592727273,2.273636364,0.973636364,1.583636364,-0.615454545,-1.12,1.554545455,-2.302727273,-0.187272727,-1.580909091,-0.08,-2.397272727,-0.991818182,-2.545454545,-0.770909091,-0.986363636,0.995454545,-5.173636364,0.069090909,-0.211818182,-2.455454545,-2.725454545,-1.108181818,-2.606363636,-3.136363636
1954,-3.19,-2.61,1.296363636,-2.143636364,1.014545455,-4.636363636,2.909090909,-5.819090909,-2.316363636,-1.740909091,-2.433636364,1.547272727,-0.336363636,3.08,3.491818182,-10.68545455,-0.212727273,0.113636364,-1.409090909,-0.662727273,0.538181818,1.567272727,-5.461818182,-0.708181818,2.922727273,-0.284545455,0.785454545,-0.804545455,-1.524545455,2.048181818,-3.454545455,-1.372727273,-2.570909091,0.160909091,-2.369090909,-1.757272727,-2.5,-2.126363636,-2.458181818,1.748181818,-5.287272727,0.199090909,0.060909091,-3.168181818,-1.8,-1.817272727,-2.848181818,-5.227272727
1955,-3.286363636,-2.532727273,1.489090909,-0.58,1.800909091,-5.090909091,2.818181818,-8.296363636,-2.236363636,-0.065454545,-2.340909091,2.583636364,-0.219090909,3.116363636,3.579090909,-10.25,-0.803636364,0.818181818,-1.283636364,-0.691818182,1.367272727,1.830909091,-4.878181818,-0.744545455,2.239090909,0.363636364,1.961818182,-1.425454545,-1.969090909,3.009090909,-4.332727273,-1.800909091,-2.567272727,-0.08,-1.854545455,-1.961818182,-3.545454545,-2.589090909,-1.258181818,1.791818182,-5.619090909,0.477272727,-0.415454545,-3.546363636,-1.337272727,-0.79,-1.862727273,-5.818181818
1956,-4.223636364,-3.162727273,-0.303636364,-2.342727273,1.052727273,-3.272727273,3.818181818,-7.01,-2.829090909,-0.166363636,-2.515454545,2.503636364,-0.737272727,1.963636364,2.173636364,-8.906363636,0.681818182,0.909090909,-0.885454545,-0.170909091,0.961818182,1.432727273,-5.030909091,-1.327272727,1.46,-0.080909091,1.064545455,-1.319090909,-1.746363636,2.067272727,-5.090909091,-1.967272727,-2.342727273,-0.770909091,-2.987272727,-2.227272727,-1.363636364,-2.836363636,-1.448181818,0.414545455,-3.981818182,-0.198181818,-0.903636364,-3.273636364,-0.920909091,-0.510909091,-1.188181818,-4.590909091
1957,-4.628181818,-2.752727273,0.211818182,-1.115454545,1.461818182,-4,3,-7.242727273,-3.661818182,0.513636364,-3.387272727,2.529090909,-0.207272727,2.496363636,2.463636364,-7.053636364,0.545454545,-0.045454545,-1.385454545,0.358181818,1.263636364,1.751818182,-4.25,-1.852727273,0.923636364,-1.067272727,1.752727273,-2.621818182,-2.049090909,2.846363636,-4.848181818,-1.866363636,-2.097272727,-0.316363636,-2.355454545,-1.863636364,-2.136363636,-3.510909091,-1.692727273,0.267272727,-2.28,-0.442727273,-1.237272727,-4.212727273,-0.287272727,-0.229090909,-1.082727273,-5.272727273
1958,-4.745454545,-0.900909091,0.806363636,-0.396363636,3.272727273,-5.363636364,4.090909091,-7.839090909,-3.763636364,2.610909091,-1.000909091,4.356363636,1.310909091,4.561818182,3.811818182,-5.483636364,-0.423636364,-0.227272727,-2.260909091,0.898181818,2.369090909,3.729090909,-3.006363636,0.168181818,1.482727273,0.361818182,3.722727273,-4.47,-2.009090909,4.852727273,-5.060909091,-2.396363636,-1.352727273,1.766363636,-2.463636364,-2.522727273,-3.454545455,-3.048181818,-0.005454545,1.760909091,-1.264545455,0.561818182,-2.26,-5.106363636,0.616363636,0.393636364,-1.249090909,-3.272727273
1959,-4.771818182,-1.243636364,1.503636364,-1.444545455,3.154545455,-4,2,-8.310909091,-3.956363636,2.771818182,-1.766363636,3.24,0.300909091,3.391818182,2.379090909,-4.628181818,-0.53,-1.477272727,-2.545454545,-0.296363636,1.827272727,2.313636364,-3.592727273,-0.583636364,0.43,-1.307272727,3.678181818,-4.848181818,-1.675454545,4.634545455,-5.090909091,-3.11,-1.660909091,0.03,-4.131818182,-3.265454545,-2.954545455,-3.220909091,-0.476363636,0.550909091,-0.595454545,-0.541818182,-2.185454545,-5.863636364,0.517272727,-0.536363636,-1.696363636,-3.772727273
1960,-3.622727273,-1.358181818,0.194545455,-1.247272727,2.140909091,-4.909090909,-0.272727273,-5.174545455,-4.33,2.245454545,-2.887272727,3.186363636,-0.327272727,2.975454545,2.193636364,-3.077272727,-2.53,-2.113636364,-3.556363636,-0.98,1.77,1.770909091,-2.892727273,-2.269090909,0.394545455,-2.874545455,2.298181818,-7.135454545,-2.321818182,4.335454545,-4.636363636,-4.287272727,-2.083636364,0.952727273,-3.362727273,-3.72,-5.045454545,-2.664545455,-0.964545455,0.527272727,1.279090909,-1.074545455,-2.534545455,-7.272727273,1.325454545,-1.183636364,-2.271818182,-4.363636364
1961,-2.925454545,-1.608181818,0.777272727,0.257272727,2.054545455,-4.181818182,-0.818181818,-4.32,-4.268181818,1.979090909,-2.530909091,2.453636364,-1.172727273,2.081818182,2.241818182,-3.855454545,-4.090909091,-2.931818182,-2.977272727,-1.184545455,2.160909091,1.159090909,-2.904545455,-1.81,0.33,-2.243636364,1.841818182,-7.378181818,-2.807272727,3.570909091,-4.53,-4.726363636,-2.9,0.172727273,-2.097272727,-4.765454545,-7.409090909,-2.542727273,-0.233636364,0.543636364,0.366363636,-0.427272727,-3.561818182,-7.204545455,1.494545455,-1.298181818,-3.908181818,-6.590909091
1962,-3.963636364,-2.432727273,2.558181818,1.754545455,1.472727273,-1.454545455,-2,-0.895454545,-5.829090909,1.575454545,-0.636363636,1.254545455,-1.898181818,0.68,0.491818182,-2.787272727,-3.545454545,-1.840909091,-2.431818182,-0.920909091,2.591818182,-0.765454545,-3.65,0.297272727,-0.98,-0.920909091,1.125454545,-7.075454545,-1.696363636,3.486363636,-2.711818182,-4.29,-2.369090909,-0.73,-1.222727273,-3.393636364,-6.863636364,-2.975454545,0.476363636,-1.442727273,0.078181818,0.106363636,-1.980909091,-6.355454545,1.895454545,-1.515454545,-3.317272727,-4.545454545
1963,-3.900909091,-1.760909091,2.437272727,1.314545455,0.861818182,0.272727273,-1.727272727,-1.159090909,-5.669090909,1.116363636,0.620909091,0.9,-1.945454545,0.401818182,-0.064545455,-2.27,-3.045454545,-0.727272727,-2.239090909,0.607272727,2.66,-0.866363636,-2.941818182,0.346363636,-1.297272727,-1.225454545,0.451818182,-6.09,-0.949090909,2.800909091,-1.893636364,-3.26,-1.818181818,-0.496363636,-0.233636364,-2.090909091,-6.272727273,-2.445454545,0.579090909,-2.338181818,0.782727273,-0.195454545,-2.393636364,-5.173636364,3.115454545,-1.268181818,-3.453636364,-5.227272727
1964,-4.697272727,-1.970909091,3.428181818,2.070909091,1.020909091,1.727272727,-3.090909091,-2.528181818,-6.666363636,2.098181818,0.265454545,1.309090909,-1.731818182,0.81,-1.1,-3.302727273,-2.863636364,-0.886363636,-2.420909091,1.071818182,2.949090909,-0.793636364,-4.182727273,-0.162727273,-2.077272727,-0.604545455,1.236363636,-5.847272727,-0.161818182,2.020909091,-1.818181818,-3.512727273,-1.412727273,-1.319090909,-0.748181818,-1.340909091,-7.5,-4.627272727,1.377272727,-2.779090909,-0.260909091,0.333636364,-1.715454545,-5.552727273,2.620909091,-1.446363636,-2.469090909,-5.363636364
1965,-4.468181818,-2.000909091,4.200909091,3.302727273,1.051818182,1.545454545,-2.454545455,-3.735454545,-6.705454545,2.146363636,-0.499090909,1.455454545,-1.22,0.261818182,-1.815454545,-2.631818182,-1.863636364,-0.295454545,-1.5,1.442727273,2.66,-0.755454545,-3.741818182,-0.112727273,-3.226363636,-0.462727273,1.101818182,-4.135454545,0.717272727,0.004545455,-0.984545455,-2.022727273,-0.35,-0.832727273,-1.952727273,-0.03,-5.454545455,-4.808181818,1.636363636,-2.993636364,-0.171818182,-0.399090909,-1.676363636,-3.173636364,0.640909091,-0.851818182,-3,-3.863636364
1966,-4.354545455,-1.257272727,1.644545455,1.402727273,-1.102727273,3.090909091,-1.454545455,-1.662727273,-6.758181818,1.944545455,-0.400909091,1.812727273,-0.325454545,0.255454545,-0.64,-1.333636364,-0.666363636,0.022727273,-0.965454545,2.29,1.882727273,0.129090909,-3.708181818,0.552727273,-2.64,-0.440909091,-0.123636364,-3.544545455,1.585454545,-0.755454545,-0.893636364,-0.849090909,0.492727273,0.321818182,-2.15,0.992727273,-3.045454545,-4.246363636,1.097272727,-2.099090909,1.518181818,-0.688181818,-0.764545455,-1.03,0.664545455,-0.582727273,-2.212727273,-2.954545455
1967,-3.008181818,-0.250909091,2.828181818,1.665454545,0.740909091,3.1,-3,-1.224545455,-6.311818182,2.230909091,0.401818182,1.6,-0.051818182,0.17,-0.563636364,-0.645454545,-0.97,-0.636363636,-1.647272727,2.551818182,2.004545455,0.073636364,-2.56,1.061818182,-3.040909091,0.039090909,0.504545455,-3.135454545,0.807272727,-0.775454545,0.167272727,-1.048181818,0.583636364,0.183636364,-2.71,0.681818182,-4.181818182,-4.311818182,1.862727273,-1.685454545,1.125454545,-0.120909091,-1.14,-1.181818182,-0.048181818,-0.37,-3.273636364,-2.954545455
1968,-2.360909091,0.382727273,3.253636364,0.974545455,1.481818182,5.666666667,-2.9,-0.072727273,-5.316363636,3.886363636,1.060909091,2.791818182,0.870909091,0.613636364,-0.187272727,0.291818182,-0.591818182,0.363636364,-1.544545455,3.235454545,1.634545455,0.868181818,-1.707272727,1.62,-2.945454545,0.526363636,1.413636364,-2.56,2.251818182,-1.608181818,-0.287272727,-1.355454545,2.037272727,-0.162727273,-3.923636364,1.818181818,-3.409090909,-3.154545455,2.825454545,-0.944545455,1.789090909,-0.03,-0.695454545,-1.030909091,-1.497272727,-0.079090909,-1.742727273,-1.681818182
1969,-2.23,0.491818182,3.290909091,1.236363636,-0.829090909,6.777777778,-6,-0.564545455,-5.467272727,0.711818182,-1.325454545,0.276363636,-1.154545455,-0.953636364,-1.901818182,1.564545455,-0.455454545,-0.454545455,-0.623636364,1.78,-1.410909091,-0.565454545,-1.191818182,-1.537272727,-4.64,-2.182727273,-2.053636364,-1.469090909,1.271818182,-2.735454545,-0.832727273,-1.596363636,0.521818182,0.684545455,-4.99,1.601818182,-3.090909091,-3.895454545,-0.727272727,-2.951818182,1.954545455,-1.620909091,-0.985454545,-0.106363636,-2.629090909,-2.010909091,-2.590909091,-4.681818182
1970,-1.632727273,1.342727273,2.609090909,0.999090909,-1.506363636,9.111111111,-4.3,-3.274545455,-5.417272727,0.282727273,-0.325454545,1.118181818,0.474545455,-0.544545455,-0.018181818,1.032727273,-0.030909091,0.431818182,-0.020909091,2.766363636,-1.573636364,0.248181818,-0.084545455,-0.454545455,-4.021818182,-1.189090909,-2.676363636,-1.287272727,2.009090909,-2.803636364,0.288181818,-0.778181818,0.833636364,1.384545455,-3.624545455,2.224545455,-4.409090909,-3.611818182,-0.514545455,-1.429090909,1.212727273,-0.853636364,-0.705454545,0.916363636,-1.752727273,-1.713636364,-1.939090909,-5.727272727
1971,-2.567272727,0.886363636,2.742727273,1.060909091,-1.09,10.66666667,-2.9,-5.103636364,-5.176363636,0.258181818,0.302727273,0.371818182,0.604545455,-1.417272727,-0.400909091,-0.745454545,1.711818182,1.045454545,0.99,2.341818182,-1.725454545,-0.197272727,-0.722727273,0.264545455,-4.386363636,0.146363636,-2.080909091,-0.150909091,2.685454545,-4.225454545,2.257272727,0.181818182,1.120909091,-0.397272727,-3.222727273,2.679090909,-3.318181818,-4.411818182,-0.291818182,-1.832727273,-2.492727273,0.614545455,-0.081818182,1.129090909,-1.629090909,-2.395454545,-1.045454545,-5
1972,-2.946363636,2.154545455,4.34,0.452727273,-1.385454545,10,-1.7,-5.977272727,-5.551818182,0.701818182,0.264545455,0.26,0.779090909,-1.105454545,-1.036363636,1.060909091,3.242727273,1.659090909,1.024545455,2.28,-1.95,-0.050909091,-0.354545455,0.561818182,-4.545454545,1.102727273,-1.728181818,0.091818182,3.125454545,-3.589090909,2.862727273,0.851818182,1.536363636,-0.723636364,-3.757272727,3.247272727,-1.363636364,-4.793636364,0.244545455,-2.587272727,-1.759090909,0.292727273,1.43,1.863636364,-1.580909091,-1.805454545,-0.447272727,-3.727272727
1973,-2.656363636,2.665454545,2.960909091,-0.670909091,-2.698181818,8.555555556,-1.888888889,-6.872727273,-4.310909091,1.603636364,-0.705454545,0.351818182,0.919090909,-0.885454545,-1.189090909,1.487272727,2.758181818,1.818181818,0.455454545,2.735454545,-0.985454545,0.63,0.75,-0.268181818,-4.429090909,0.867272727,-1.525454545,-0.483636364,2.913636364,-2.602727273,1.408181818,0.595454545,1.820909091,-0.702727273,-4.752727273,2.966363636,-1.272727273,-2.930909091,0.390909091,-2.307272727,-0.768181818,-1.424545455,0.914545455,0.939090909,-2.599090909,-0.377272727,-0.098181818,-4.954545455
1974,-1.874545455,2.820909091,2.379090909,0.158181818,-2.378181818,4,-4.222222222,-5.57,-3.315454545,1.653636364,0.01,0.205454545,0.748181818,-1.410909091,-1.185454545,1.595454545,1.273636364,0.681818182,-0.794545455,0.832727273,-1.074545455,-0.144545455,1.052727273,0.503636364,-4.247272727,0.310909091,-1.447272727,-1.749090909,2.939090909,-2.371818182,2.923636364,-0.743636364,1.677272727,-1.449090909,-3.211818182,2.777272727,-2.5,-2.639090909,0.029090909,-2.156363636,-0.719090909,-0.317272727,0.649090909,-0.258181818,-1.553636364,-0.930909091,0.159090909,-3.5
1975,-1.540909091,2.355454545,3.208181818,1.209090909,-2.050909091,2.777777778,-4,-4.236363636,-3.377272727,0.578181818,-0.687272727,-0.531818182,1.86E-01,-0.993636364,-1.99,1.868181818,1.046363636,0.727272727,-1.749090909,0.146363636,-1.620909091,-0.282727273,1.148181818,0.616363636,-4.174545455,0.399090909,-2.073636364,-1.87,3.005454545,-2.355454545,3.5,-0.772727273,1.120909091,-0.623636364,-3.18,2.398181818,-1.818181818,-2.008181818,-0.517272727,-2.798181818,-0.768181818,-0.792727273,0.771818182,0.180909091,-0.882727273,-1.296363636,-0.28,-6.409090909
1976,-1.932727273,1.855454545,3.280909091,1.358181818,-0.521818182,2.222222222,-6,-3.982727273,-4.456363636,0.105454545,0.335454545,-0.989090909,-0.444545455,-0.474545455,-2.044545455,3.231818182,0.122727273,-0.045454545,-1.540909091,-0.606363636,-1.646363636,-0.524545455,1.028181818,1.674545455,-4.574545455,0.97,-1.767272727,-2.718181818,2.303636364,-0.96,3.97,-1.395454545,0.498181818,-0.800909091,-1.387272727,1.943636364,-2.363636364,-2.624545455,-0.635454545,-3.907272727,0.814545455,0.451818182,-0.291818182,-0.834545455,0.548181818,-1.951818182,-1.128181818,-6.5
1977,-2.665454545,0.879090909,5.92,3.647272727,1.23,-0.75,-8.5,-5.610909091,-5.166363636,-0.02,0.57,-1.54,-1.433636364,-0.826363636,-3.420909091,1.524545455,-0.468181818,-1.204545455,-1.882727273,-2.397272727,-1.796363636,-1.848181818,0.221818182,1.645454545,-5.651818182,-0.171818182,-1.132727273,-3.506363636,0.688181818,-1.118181818,4.484545455,-3.625454545,-0.887272727,-1.939090909,-0.614545455,0.200909091,-2.818181818,-2.791818182,-0.573636364,-5.148181818,-1.569090909,0.849090909,-1.875454545,-3.084545455,1.153636364,-2.533636364,-2.400909091,-5.909090909
